Fecha;Cartera;Valor;Moneda;TIKR;Operación;Unidades;Precio unitario;Comisiones;Precio unitario (€);Comisiones (€);Retenciones (€)
6/12/2021;Degiro;VMWare;USD;VMW;BUY;2;232,78;0,00;206,57;0,00;0,00
6/12/2021;Degiro;Intel;USD;INTC;BUY;1;51,13;0,00;45,37;0,00;0,00
8/3/2021;Fondos;AXA World Funds - Global Factors - Sustainable Equity A Capitalisation EUR;EUR;LU1774149998;BUY;0,42583;140,90;0,00;140,90;0,00;0,00
6/4/2021;Fondos;AXA World Funds - Global Factors - Sustainable Equity A Capitalisation EUR;EUR;LU1774149998;BUY;0,40667;147,54;0,00;147,54;0,00;0,00
6/5/2021;Fondos;AXA World Funds - Global Factors - Sustainable Equity A Capitalisation EUR;EUR;LU1774149998;BUY;0,39936;150,24;0,00;150,24;0,00;0,00
8/6/2021;Fondos;AXA World Funds - Global Factors - Sustainable Equity A Capitalisation EUR;EUR;LU1774149998;BUY;0,40024;149,91;0,00;149,91;0,00;0,00
6/7/2021;Fondos;AXA World Funds - Global Factors - Sustainable Equity A Capitalisation EUR;EUR;LU1774149998;BUY;0,37795;158,75;0,00;158,75;0,00;0,00
6/8/2021;Fondos;AXA World Funds - Global Factors - Sustainable Equity A Capitalisation EUR;EUR;LU1774149998;BUY;0,73678;162,87;0,00;162,87;0,00;0,00
7/9/2021;Fondos;AXA World Funds - Global Factors - Sustainable Equity A Capitalisation EUR;EUR;LU1774149998;BUY;0,72582;165,33;0,00;165,33;0,00;0,00
6/10/2021;Fondos;AXA World Funds - Global Factors - Sustainable Equity A Capitalisation EUR;EUR;LU1774149998;BUY;0,74198;161,73;0,00;161,73;0,00;0,00
8/11/2021;Fondos;AXA World Funds - Global Factors - Sustainable Equity A Capitalisation EUR;EUR;LU1774149998;BUY;0,69979;171,48;0,00;171,48;0,00;0,00
30/6/2021;Acc. Empleado;Telefónica SA;EUR;BME:TEF;BUY;18,49414;4,15;0,00;4,15;0,00;0,00
30/11/2021;Mintos - Auto1;Mintos - Créditos;EUR;MINTOS;INT;1;294,75;0,00;294,75;0,00;0,00
30/11/2021;Mintos - Auto1;Mintos - Créditos;EUR;MINTOS;BUY;1;294,75;0,00;294,75;0,00;0,00
30/11/2021;Plan Pensiones;Plan Pensiones TSOL;EUR;P.PENSIONES;BUY;100,2994;26,63;0,00;26,63;0,00;0,00
8/11/2021;Mintos - Auto1;Mintos - Créditos;EUR;MINTOS;BUY;1;500,00;0,00;500,00;0,00;0,00
8/11/2021;Degiro;Tencent Holdings;EUR;NNND;BUY;3;52,80;3,90;52,80;3,90;0,00
8/11/2021;Degiro;Danone;EUR;EPA:BN;BUY;1;53,41;4,19;53,41;4,19;0,00
8/11/2021;Degiro;Merck;USD;MRK;BUY;1;72,90;0,00;64,54;0,00;0,00
8/11/2021;Degiro;Alibaba Holding Group;USD;BABA;BUY;2;123,47;0,00;109,31;0,00;0,00
10/12/2021;Degiro;Meredith;USD;MDP;SELL;6;59,17;0,00;52,28;0,00;0,00
